age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
18;self-employed;married;tertiary;no;462;yes;no;unknown;6;jun;90;1;-1;0;unknown;no
51;management;married;tertiary;no;-505;yes;no;cellular;7;may;228;1;-1;0;unknown;yes
28;technician;single;primary;no;-301;no;no;cellular;21;jul;209;1;74;0;failure;no
43;technician;married;tertiary;no;970;yes;no;cellular;4;may;396;1;-1;0;unknown;no
43;technician;single;tertiary;no;171;no;no;cellular;28;aug;264;1;-1;0;unknown;no
51;management;married;secondary;no;-220;no;no;unknown;11;feb;78;1;310;0;success;no
46;blue-collar;married;secondary;no;-456;yes;no;cellular;19;may;184;2;-1;0;unknown;no
18;retired;married;tertiary;no;-502;yes;no;unknown;17;aug;166;4;-1;0;unknown;no
32;retired;married;secondary;no;61;no;no;cellular;21;jun;451;3;572;1;success;no
41;retired;married;secondary;no;7415;yes;yes;cellular;12;jul;754;1;-1;2;unknown;yes
38;blue-collar;single;primary;no;1031;no;no;cellular;22;aug;630;2;-1;0;unknown;yes
45;admin.;married;secondary;no;-611;no;no;unknown;6;jul;257;1;372;1;failure;no
48;blue-collar;divorced;secondary;no;1324;no;no;cellular;11;aug;550;1;-1;0;unknown;no
46;blue-collar;single;primary;no;-387;yes;no;unknown;2;may;557;1;-1;0;unknown;no
38;blue-collar;single;tertiary;no;191;yes;no;cellular;5;aug;865;2;402;0;other;yes
21;technician;married;tertiary;no;-291;yes;no;telephone;2;aug;3;1;-1;0;unknown;no
35;admin.;single;secondary;no;7390;yes;no;unknown;15;may;201;7;227;1;other;no
44;retired;divorced;secondary;no;-547;no;no;telephone;3;aug;435;1;-1;1;unknown;no
29;technician;single;tertiary;no;601;no;no;cellular;8;jul;153;2;-1;0;unknown;no
47;entrepreneur;married;secondary;no;-347;no;yes;cellular;15;aug;81;3;174;0;failure;no
50;management;single;tertiary;no;1396;no;no;cellular;22;aug;101;1;3;0;success;no
41;services;married;secondary;no;571;yes;no;cellular;1;jul;361;1;-1;2;unknown;no
18;blue-collar;married;secondary;no;2945;yes;no;unknown;23;nov;166;3;-1;1;unknown;no
27;management;single;secondary;no;1349;yes;no;cellular;17;jul;103;7;595;1;success;no
60;technician;single;secondary;no;-352;no;yes;cellular;1;aug;768;1;-1;1;unknown;no
34;services;married;secondary;no;19356;no;no;cellular;4;jul;356;7;-1;0;unknown;yes
19;technician;married;tertiary;no;1011;no;no;cellular;30;aug;686;3;-1;0;unknown;no
53;unemployed;divorced;tertiary;no;-268;no;no;cellular;14;nov;205;1;581;1;failure;no
40;housemaid;married;secondary;no;447;yes;no;telephone;29;jun;504;3;-1;2;unknown;yes
52;services;married;tertiary;no;1161;yes;no;cellular;16;may;122;4;-1;1;unknown;no
43;retired;single;secondary;no;1084;yes;no;cellular;5;aug;165;1;-1;1;unknown;no
45;self-employed;single;secondary;no;901;yes;no;cellular;23;may;198;9;-1;0;unknown;no
44;services;married;primary;no;1983;yes;no;cellular;15;jun;168;7;-1;0;unknown;no
47;services;married;tertiary;no;1713;no;no;cellular;12;sep;97;1;-1;1;unknown;no
64;technician;married;tertiary;no;-430;yes;no;cellular;7;aug;178;2;-1;0;unknown;no
50;entrepreneur;married;secondary;no;8128;no;no;cellular;14;jul;64;1;432;0;success;no
23;self-employed;single;secondary;no;6955;no;yes;cellular;30;may;289;1;-1;0;unknown;no
45;blue-collar;single;tertiary;no;1543;yes;no;unknown;7;jul;594;1;-1;0;unknown;yes
52;management;married;tertiary;no;240;no;no;unknown;18;aug;150;2;-1;0;unknown;no
53;services;married;tertiary;no;260;no;no;unknown;2;apr;239;1;441;0;failure;no
36;student;married;unknown;no;-107;no;no;cellular;22;aug;557;3;-1;1;unknown;no
52;management;married;secondary;no;3;yes;no;cellular;28;sep;781;2;-1;1;unknown;no
50;management;married;tertiary;no;-777;no;no;cellular;31;jul;527;2;-1;1;unknown;no
67;entrepreneur;married;tertiary;no;4166;yes;no;cellular;26;may;295;1;-1;0;unknown;no
32;blue-collar;single;secondary;no;2660;yes;no;unknown;21;jun;405;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;-695;yes;no;cellular;19;may;432;1;190;0;other;no
37;technician;single;tertiary;no;1770;no;no;cellular;27;may;409;1;-1;0;unknown;no
35;blue-collar;married;secondary;no;188;yes;no;unknown;1;may;164;1;-1;0;unknown;no
31;unemployed;single;tertiary;no;-1;no;no;cellular;8;aug;484;1;-1;1;unknown;no
18;blue-collar;divorced;tertiary;no;895;yes;no;cellular;2;may;587;2;-1;1;unknown;no
35;services;married;secondary;no;-708;yes;no;telephone;8;mar;22;1;-1;0;unknown;no
44;management;married;tertiary;no;184;no;no;cellular;7;nov;200;3;-1;1;unknown;no
35;services;single;tertiary;no;287;yes;no;unknown;14;jun;380;1;-1;0;unknown;no
60;retired;married;secondary;no;289;yes;no;cellular;22;jul;323;2;-1;0;unknown;no
40;services;married;primary;no;-621;yes;no;telephone;28;may;385;2;-1;0;unknown;no
54;technician;married;secondary;no;815;yes;no;unknown;19;jun;110;1;-1;0;unknown;no
43;management;divorced;unknown;no;2265;yes;no;cellular;2;may;21;3;-1;0;unknown;no
49;admin.;married;secondary;no;748;no;no;telephone;4;jul;305;5;386;0;success;yes
43;blue-collar;married;secondary;no;-28;no;no;cellular;14;may;256;1;-1;0;unknown;no
54;services;married;tertiary;no;15240;yes;no;unknown;20;aug;579;2;-1;1;unknown;yes
41;management;single;secondary;no;-465;yes;no;unknown;26;aug;383;2;-1;0;unknown;no
45;management;married;secondary;no;1477;no;no;cellular;12;aug;23;1;241;1;failure;no
44;retired;single;secondary;no;499;yes;no;cellular;6;jun;390;2;-1;0;unknown;no
37;housemaid;single;tertiary;no;7303;yes;no;cellular;5;may;699;4;-1;0;unknown;no
44;student;married;tertiary;no;714;yes;no;cellular;20;may;564;4;-1;0;unknown;yes
63;services;married;secondary;no;1101;no;no;cellular;31;jul;384;1;-1;0;unknown;no
37;services;single;secondary;no;918;no;no;cellular;3;jun;181;1;-1;1;unknown;no
44;services;single;secondary;no;-519;yes;no;unknown;1;may;235;1;547;0;other;no
53;technician;married;primary;no;-440;yes;no;telephone;1;apr;230;1;-1;0;unknown;no
52;management;married;secondary;no;-68;no;yes;cellular;17;may;434;2;431;0;other;no
40;unemployed;married;tertiary;no;1957;yes;no;unknown;10;may;414;2;-1;0;unknown;no
18;blue-collar;married;secondary;no;485;yes;no;cellular;26;aug;288;2;798;1;other;no
45;retired;married;tertiary;no;-8;no;no;telephone;25;may;535;2;-1;1;unknown;yes
18;services;married;primary;no;3425;yes;no;unknown;16;jul;148;1;341;2;other;no
55;management;married;secondary;no;-749;yes;yes;telephone;2;may;504;3;447;0;other;no
42;blue-collar;single;tertiary;no;-600;no;no;unknown;18;jul;791;4;-1;0;unknown;no
50;management;single;secondary;no;-810;no;yes;cellular;12;may;648;2;-1;0;unknown;yes
31;entrepreneur;single;tertiary;no;2771;yes;no;cellular;26;may;508;9;-1;0;unknown;no
24;technician;single;secondary;no;96;yes;yes;cellular;23;jul;177;2;-1;0;unknown;no
43;entrepreneur;single;secondary;no;1982;yes;no;cellular;30;nov;347;1;363;0;other;no
40;blue-collar;married;secondary;no;83;yes;no;cellular;12;nov;429;1;-1;0;unknown;no
35;management;single;secondary;no;2151;yes;no;cellular;11;jul;334;1;-1;0;unknown;no
41;management;married;primary;no;66;yes;no;unknown;15;oct;426;1;-1;0;unknown;no
69;admin.;married;tertiary;no;752;yes;yes;cellular;26;may;945;1;-1;1;unknown;yes
49;management;divorced;secondary;no;527;yes;no;cellular;16;apr;633;3;-1;0;unknown;no
51;management;single;tertiary;yes;637;yes;no;unknown;11;oct;843;3;-1;0;unknown;no
49;blue-collar;married;tertiary;no;5012;no;yes;cellular;29;aug;611;6;-1;1;unknown;no
56;retired;single;secondary;no;-684;no;no;cellular;13;may;237;2;-1;1;unknown;no
38;management;married;secondary;no;124;no;no;cellular;28;feb;119;3;-1;0;unknown;no
18;student;married;tertiary;no;437;no;no;cellular;20;jul;232;1;-1;0;unknown;no
38;entrepreneur;married;secondary;no;251;no;no;cellular;2;may;322;3;-1;1;unknown;no
49;blue-collar;married;tertiary;no;-163;yes;no;cellular;16;apr;586;2;-1;1;unknown;no
30;technician;single;secondary;no;-258;no;no;cellular;22;jul;518;1;-1;0;unknown;yes
38;management;married;secondary;no;4165;yes;no;cellular;29;aug;147;6;-1;0;unknown;no
33;admin.;married;tertiary;no;122;no;no;cellular;17;aug;340;1;-1;0;unknown;no
56;technician;divorced;tertiary;no;11656;no;no;unknown;1;apr;701;2;-1;0;unknown;yes
48;blue-collar;married;unknown;no;960;yes;yes;cellular;11;aug;151;4;671;2;other;no
47;student;married;secondary;no;-79;no;no;cellular;31;apr;265;1;-1;1;unknown;no
47;services;married;tertiary;no;1006;no;no;cellular;16;may;225;1;-1;0;unknown;yes
40;unemployed;married;primary;no;323;no;no;cellular;12;aug;547;3;-1;0;unknown;no
42;unemployed;married;tertiary;no;3296;yes;yes;cellular;28;aug;866;3;-1;0;unknown;no
28;blue-collar;single;primary;no;-559;yes;yes;cellular;13;jul;213;1;-1;1;unknown;no
18;services;divorced;unknown;no;-719;no;no;unknown;24;may;176;2;-1;3;unknown;yes
42;blue-collar;married;tertiary;no;673;yes;no;unknown;1;may;94;2;-1;0;unknown;no
43;retired;married;unknown;no;1629;yes;yes;telephone;18;may;309;3;-1;0;unknown;no
53;retired;married;tertiary;yes;560;yes;yes;telephone;1;jun;570;3;-1;0;unknown;no
56;admin.;single;secondary;no;1248;yes;no;cellular;6;may;60;5;589;1;other;no
56;admin.;married;primary;no;955;no;no;cellular;17;jun;278;5;-1;2;unknown;no
30;admin.;married;primary;no;-650;no;no;cellular;20;apr;384;2;-1;2;unknown;no
36;blue-collar;divorced;secondary;no;553;no;no;cellular;4;jun;517;1;-1;0;unknown;yes
45;blue-collar;married;secondary;no;3192;no;no;cellular;16;nov;369;1;-1;2;unknown;no
67;technician;married;secondary;no;402;no;no;cellular;13;aug;112;1;-1;0;unknown;no
56;management;married;primary;no;-604;no;no;telephone;14;feb;183;1;-1;1;unknown;no
52;student;married;secondary;no;-115;yes;no;cellular;26;nov;751;2;605;1;failure;no
36;technician;divorced;secondary;no;1014;no;no;telephone;30;jul;466;1;-1;2;unknown;no
31;services;married;secondary;no;5705;no;yes;telephone;3;jun;211;1;-1;0;unknown;no
48;housemaid;married;secondary;yes;-745;no;no;cellular;31;jun;275;2;-1;0;unknown;no
28;technician;married;primary;no;674;no;yes;cellular;2;jun;132;2;-1;0;unknown;no
37;services;married;secondary;no;-468;yes;no;cellular;30;jul;52;6;-1;0;unknown;no
39;services;married;secondary;yes;922;yes;no;cellular;20;aug;292;1;-1;0;unknown;no
57;technician;single;secondary;no;1074;no;no;telephone;23;apr;171;5;-1;0;unknown;no
36;retired;married;tertiary;no;-31;no;no;telephone;8;oct;394;1;-1;1;unknown;no
18;management;divorced;tertiary;no;1162;yes;no;cellular;19;jul;999;1;-1;2;unknown;yes
45;technician;single;secondary;no;2529;yes;no;cellular;19;aug;376;2;-1;1;unknown;no
33;management;married;secondary;no;30;yes;no;unknown;10;jul;376;1;-1;1;unknown;no
40;technician;single;primary;no;-612;yes;no;cellular;16;jun;564;2;491;0;failure;no
39;admin.;single;tertiary;no;3662;yes;no;unknown;30;may;92;1;-1;1;unknown;no
37;admin.;single;tertiary;no;1612;yes;no;cellular;4;jan;429;4;104;2;success;yes
48;management;married;secondary;no;1027;yes;no;cellular;15;aug;129;3;182;1;failure;no
24;admin.;married;unknown;no;-350;yes;no;cellular;11;may;556;2;-1;1;unknown;no
35;unemployed;married;tertiary;no;2038;no;no;cellular;7;may;375;1;296;0;failure;no
47;admin.;single;secondary;no;7554;yes;no;cellular;15;aug;102;1;599;2;other;no
34;services;married;primary;no;71;no;no;cellular;4;aug;380;5;-1;1;unknown;no
23;blue-collar;married;primary;no;305;yes;no;cellular;4;jun;80;5;81;0;failure;no
47;unemployed;married;tertiary;no;-522;yes;no;unknown;26;aug;99;1;-1;1;unknown;no
52;housemaid;married;tertiary;no;-366;yes;no;cellular;10;aug;72;3;-1;1;unknown;no
40;admin.;single;secondary;no;-526;yes;no;telephone;11;may;582;1;-1;1;unknown;no
19;admin.;single;secondary;no;350;yes;no;cellular;21;may;404;1;696;0;failure;no
47;management;single;secondary;no;-120;yes;yes;unknown;24;may;324;2;-1;1;unknown;no
23;unemployed;married;tertiary;no;692;yes;no;cellular;27;jul;143;2;-1;1;unknown;no
43;unemployed;married;secondary;no;-451;no;yes;unknown;20;nov;433;1;-1;1;unknown;no
31;entrepreneur;single;secondary;no;27;yes;no;cellular;9;may;331;1;-1;1;unknown;no
28;management;married;primary;no;-477;yes;yes;cellular;9;jun;193;1;662;1;failure;no
35;admin.;single;secondary;no;423;no;no;telephone;22;may;354;1;-1;0;unknown;yes
38;management;married;tertiary;no;-686;yes;no;cellular;27;may;407;1;-1;1;unknown;no
33;retired;married;secondary;no;376;yes;no;unknown;29;may;110;1;-1;1;unknown;no
46;blue-collar;married;secondary;no;-70;no;yes;unknown;27;jul;689;1;-1;1;unknown;no
35;retired;single;secondary;no;414;no;no;cellular;20;may;262;7;-1;0;unknown;no
50;technician;married;secondary;no;-690;yes;no;cellular;6;apr;420;2;-1;0;unknown;no
43;admin.;single;secondary;yes;1211;no;no;unknown;13;may;246;2;-1;0;unknown;no
33;blue-collar;married;secondary;no;-87;yes;no;telephone;4;jul;379;1;-1;1;unknown;yes
31;blue-collar;married;tertiary;no;463;yes;no;cellular;14;mar;217;5;-1;0;unknown;yes
23;blue-collar;single;secondary;no;-731;no;no;unknown;19;may;232;1;-1;1;unknown;no
43;blue-collar;married;secondary;no;-584;no;no;unknown;21;aug;214;3;262;1;other;no
36;retired;married;secondary;no;-158;no;no;cellular;8;jun;321;5;-1;1;unknown;no
18;admin.;divorced;secondary;no;3439;no;no;unknown;22;may;480;3;-1;1;unknown;no
34;services;single;secondary;no;958;yes;no;cellular;11;may;487;1;158;0;other;no
31;technician;married;secondary;no;349;no;no;cellular;22;nov;468;1;-1;0;unknown;no
57;technician;single;tertiary;no;-465;yes;no;telephone;30;may;346;3;-1;0;unknown;no
22;self-employed;married;tertiary;no;-537;yes;no;unknown;9;jul;196;3;-1;1;unknown;no
25;blue-collar;married;primary;no;546;yes;no;cellular;6;jul;474;4;-1;0;unknown;no
52;admin.;married;tertiary;no;1310;yes;no;cellular;30;may;318;3;-1;1;unknown;no
54;blue-collar;married;tertiary;no;452;no;yes;cellular;15;apr;175;4;411;0;other;no
32;unemployed;married;secondary;no;5161;no;no;cellular;8;apr;259;1;-1;2;unknown;yes
33;unemployed;married;secondary;no;-346;no;no;cellular;10;apr;513;2;-1;1;unknown;no
46;housemaid;single;tertiary;no;412;yes;no;cellular;15;may;116;1;-1;0;unknown;no
18;blue-collar;married;secondary;no;-698;yes;no;cellular;11;oct;715;1;744;0;other;yes
20;management;married;secondary;no;454;yes;no;cellular;29;jun;1072;2;154;0;failure;no
37;blue-collar;single;unknown;no;3867;yes;no;unknown;12;aug;197;1;-1;0;unknown;no
56;unemployed;divorced;secondary;no;-513;yes;no;telephone;15;jun;218;5;337;0;success;no
35;blue-collar;married;secondary;no;1646;yes;no;cellular;9;jun;248;3;-1;0;unknown;no
41;housemaid;divorced;primary;no;3733;no;no;cellular;22;jul;190;2;-1;1;unknown;no
52;management;single;secondary;no;-350;yes;no;telephone;24;aug;877;1;-1;2;unknown;no
62;blue-collar;married;secondary;no;849;no;no;cellular;18;aug;248;1;-1;0;unknown;no
34;housemaid;married;secondary;no;4422;yes;no;cellular;26;may;105;1;-1;1;unknown;no
40;technician;married;secondary;no;481;yes;no;cellular;9;may;334;1;-1;1;unknown;no
59;blue-collar;single;unknown;no;1508;no;no;telephone;17;aug;146;3;-1;0;unknown;no
24;management;married;tertiary;no;-714;yes;no;cellular;23;aug;82;1;-1;1;unknown;no
51;management;married;secondary;no;1092;yes;no;telephone;28;jun;162;7;599;0;failure;no
29;blue-collar;single;secondary;no;939;no;no;telephone;11;jun;177;3;-1;0;unknown;no
41;admin.;married;secondary;no;-609;yes;no;telephone;5;aug;249;1;-1;0;unknown;no
37;blue-collar;married;tertiary;no;-482;yes;no;unknown;25;may;58;5;-1;1;unknown;no
30;admin.;single;secondary;no;1106;yes;yes;unknown;16;aug;830;3;-1;3;unknown;yes
30;housemaid;divorced;secondary;no;-90;no;yes;telephone;2;may;365;1;-1;0;unknown;no
43;technician;single;tertiary;no;2434;no;no;cellular;26;nov;446;3;-1;2;unknown;no
50;services;married;primary;no;596;no;no;unknown;16;jul;310;1;-1;0;unknown;no
39;technician;married;primary;no;260;no;no;cellular;20;apr;623;2;-1;0;unknown;no
41;management;married;primary;no;25;yes;no;cellular;12;may;215;2;-1;0;unknown;no
46;services;married;tertiary;no;570;yes;no;cellular;31;jun;309;1;-1;0;unknown;no
30;self-employed;married;tertiary;no;1548;no;no;telephone;14;jul;135;2;-1;0;unknown;no
48;blue-collar;divorced;primary;no;970;yes;no;cellular;19;may;263;2;-1;0;unknown;no
49;blue-collar;single;secondary;no;-182;no;yes;cellular;17;aug;289;1;29;0;other;no
67;management;married;secondary;no;2887;no;no;cellular;30;may;146;1;-1;0;unknown;no
36;student;married;secondary;no;1217;no;no;unknown;19;may;362;2;-1;2;unknown;no
35;management;married;unknown;no;712;yes;yes;cellular;4;jul;384;1;-1;2;unknown;no
48;blue-collar;married;primary;no;302;no;yes;cellular;27;jul;452;5;-1;1;unknown;no
49;unknown;single;tertiary;no;908;no;no;cellular;2;jul;379;2;-1;0;unknown;no
34;blue-collar;married;secondary;yes;-724;yes;no;telephone;17;jul;271;1;-1;0;unknown;yes
36;technician;single;primary;no;496;no;no;telephone;12;may;511;2;-1;1;unknown;no
46;technician;married;secondary;no;4754;yes;no;cellular;15;jul;307;1;-1;0;unknown;no
31;technician;married;secondary;no;466;yes;no;cellular;27;jul;42;4;-1;1;unknown;no
36;student;divorced;tertiary;no;292;no;no;unknown;4;aug;86;3;-1;1;unknown;no
41;blue-collar;married;tertiary;no;-296;no;yes;cellular;2;aug;133;6;-1;1;unknown;no
50;retired;married;primary;no;895;yes;no;unknown;28;may;162;2;-1;1;unknown;no
34;services;single;secondary;no;2;yes;no;unknown;8;aug;363;1;-1;1;unknown;yes
21;services;married;secondary;no;3161;no;no;cellular;14;may;640;2;-1;0;unknown;no
20;blue-collar;married;secondary;no;-438;yes;no;telephone;31;jul;410;5;-1;1;unknown;no
27;blue-collar;married;secondary;no;-202;no;yes;cellular;23;jun;349;1;-1;0;unknown;yes
26;entrepreneur;married;primary;no;-299;no;no;telephone;20;jun;55;1;-1;1;unknown;no
38;management;married;secondary;no;5968;yes;no;cellular;1;may;27;1;430;0;other;no
28;management;married;secondary;no;7;no;no;unknown;13;jul;702;1;238;0;failure;no
33;technician;single;secondary;no;-266;yes;yes;cellular;17;jul;206;2;-1;0;unknown;no
32;services;single;tertiary;no;-764;yes;no;cellular;3;jul;368;1;-1;0;unknown;yes
35;self-employed;married;primary;no;-459;no;no;cellular;21;jun;399;4;136;0;failure;no
54;blue-collar;married;secondary;no;959;yes;no;unknown;24;jun;1040;1;-1;0;unknown;no
47;management;married;secondary;no;952;yes;no;telephone;12;may;841;3;-1;0;unknown;no
40;entrepreneur;married;primary;no;-328;no;yes;unknown;29;jun;1162;4;-1;0;unknown;no
35;blue-collar;married;tertiary;no;-296;yes;no;unknown;29;apr;449;1;-1;0;unknown;no
35;admin.;single;secondary;no;6144;yes;no;cellular;23;apr;752;2;-1;0;unknown;no
43;entrepreneur;married;secondary;no;15359;no;yes;telephone;10;may;111;3;656;1;failure;no
46;blue-collar;married;unknown;no;2563;yes;no;cellular;4;apr;1053;1;-1;0;unknown;no
30;management;single;tertiary;no;4315;yes;no;cellular;22;may;502;1;-1;0;unknown;yes
40;admin.;single;secondary;yes;5547;yes;no;cellular;17;jul;233;4;-1;0;unknown;no
19;blue-collar;married;secondary;no;9142;no;yes;unknown;23;jul;539;4;-1;2;unknown;no
42;admin.;married;secondary;no;-89;yes;yes;cellular;13;may;646;1;-1;0;unknown;no
48;retired;divorced;secondary;no;-444;no;no;cellular;5;may;422;2;-1;0;unknown;yes
37;management;married;secondary;no;5960;yes;no;cellular;29;may;672;3;-1;1;unknown;no
59;entrepreneur;single;secondary;no;-482;no;no;cellular;30;jun;276;3;-1;0;unknown;no
31;blue-collar;single;secondary;yes;-508;no;no;cellular;24;aug;421;2;-1;1;unknown;no
42;technician;married;secondary;no;-499;no;no;telephone;1;aug;129;3;-1;0;unknown;no
40;management;married;secondary;no;62;no;yes;unknown;25;aug;235;1;-1;0;unknown;no
39;self-employed;married;secondary;no;-749;yes;no;telephone;31;may;201;3;-1;0;unknown;no
39;management;married;tertiary;no;-638;yes;no;cellular;13;aug;108;2;-1;0;unknown;no
41;technician;married;secondary;no;-311;yes;no;unknown;16;jun;42;5;-1;0;unknown;no
49;technician;single;primary;no;-568;yes;no;cellular;1;may;241;1;-1;1;unknown;no
54;housemaid;single;primary;no;2273;yes;no;telephone;19;sep;136;1;-1;0;unknown;no
40;services;divorced;primary;no;204;no;no;cellular;24;aug;339;5;-1;1;unknown;no
49;blue-collar;divorced;secondary;no;1053;yes;no;cellular;7;jun;376;1;685;1;other;no
33;self-employed;single;secondary;no;850;no;yes;cellular;20;aug;852;3;-1;1;unknown;no
48;management;married;tertiary;no;-8;no;no;cellular;9;jun;192;3;-1;0;unknown;no
32;admin.;married;secondary;no;2046;yes;no;telephone;5;jun;649;1;-1;1;unknown;no
51;technician;single;secondary;no;824;yes;no;cellular;1;nov;365;5;-1;2;unknown;no
63;technician;married;secondary;no;-102;no;no;unknown;24;may;409;2;-1;0;unknown;no
39;blue-collar;married;tertiary;no;-696;yes;no;cellular;7;may;328;2;-1;0;unknown;no
18;unknown;married;tertiary;no;946;yes;no;cellular;5;may;578;1;-1;1;unknown;no
34;blue-collar;married;secondary;no;-589;yes;no;telephone;30;jan;326;1;-1;0;unknown;no
53;management;married;primary;no;704;no;no;unknown;23;jul;319;1;555;0;other;no
46;technician;single;tertiary;no;287;yes;yes;telephone;8;jul;132;2;721;0;other;no
43;blue-collar;married;secondary;no;-619;yes;no;cellular;23;may;152;2;204;0;failure;no
51;management;married;secondary;no;520;yes;no;unknown;16;aug;368;1;-1;0;unknown;no
45;self-employed;married;secondary;no;428;yes;no;unknown;1;apr;218;4;-1;1;unknown;no
53;blue-collar;married;primary;no;433;yes;no;cellular;9;jun;78;1;-1;1;unknown;no
50;management;married;tertiary;no;370;no;yes;cellular;25;may;201;1;-1;1;unknown;no
56;blue-collar;married;tertiary;no;-329;no;yes;cellular;23;nov;514;5;-1;1;unknown;no
44;self-employed;married;tertiary;no;1081;yes;no;cellular;13;feb;342;1;-1;3;unknown;yes
50;blue-collar;single;secondary;no;-349;no;no;unknown;31;jun;179;1;-1;0;unknown;no
37;blue-collar;married;primary;no;-526;no;no;unknown;16;aug;285;2;-1;1;unknown;no
34;services;divorced;primary;no;1253;yes;yes;cellular;1;jun;552;3;-1;0;unknown;no
58;blue-collar;single;tertiary;no;1897;no;yes;cellular;30;jun;129;1;-1;0;unknown;no
42;management;married;secondary;no;1111;no;no;unknown;1;apr;119;4;-1;0;unknown;no
48;services;married;secondary;no;-9;yes;no;cellular;29;jun;334;1;-1;1;unknown;no
41;services;married;secondary;no;-742;yes;no;telephone;3;aug;204;1;-1;3;unknown;no
34;admin.;single;secondary;no;3926;no;no;cellular;12;may;334;1;-1;1;unknown;no
40;technician;single;tertiary;no;-745;yes;no;unknown;2;jul;298;1;-1;1;unknown;no
55;services;single;tertiary;no;1071;yes;no;cellular;22;may;333;1;-1;0;unknown;no
46;entrepreneur;divorced;primary;no;8147;no;no;cellular;10;jun;873;1;-1;0;unknown;yes
22;services;married;secondary;no;373;no;no;cellular;16;mar;98;1;-1;1;unknown;no
38;services;single;secondary;no;567;no;no;cellular;6;may;463;2;-1;2;unknown;no
59;retired;married;secondary;no;703;yes;no;cellular;26;jul;395;2;-1;1;unknown;no
38;management;single;unknown;no;437;yes;no;cellular;15;jun;448;3;-1;1;unknown;no
21;services;married;tertiary;no;10606;no;no;cellular;10;may;51;1;-1;0;unknown;no
60;unknown;single;secondary;no;-428;no;no;telephone;1;jul;496;2;-1;0;unknown;no
47;management;married;tertiary;no;-484;no;no;cellular;15;nov;243;2;346;1;failure;no
39;technician;married;tertiary;no;-110;yes;no;cellular;23;may;323;1;-1;0;unknown;no
36;services;married;secondary;yes;5353;no;no;cellular;4;jun;266;4;-1;1;unknown;no
51;technician;divorced;secondary;no;-284;yes;no;unknown;16;aug;145;1;-1;1;unknown;no
34;technician;married;secondary;no;786;yes;yes;cellular;29;jun;249;1;-1;0;unknown;no
52;blue-collar;married;secondary;no;2300;no;no;unknown;27;may;297;1;-1;1;unknown;no
46;blue-collar;married;tertiary;no;1490;yes;no;telephone;28;may;420;1;-1;2;unknown;no
43;management;married;secondary;no;2135;no;yes;cellular;28;may;373;1;-1;1;unknown;no
42;management;single;tertiary;no;3628;yes;no;cellular;9;aug;274;1;603;0;other;no
38;management;divorced;tertiary;no;593;no;no;cellular;5;may;307;1;-1;0;unknown;no
51;student;single;tertiary;no;-206;yes;yes;telephone;19;jun;304;2;-1;0;unknown;no
31;technician;single;primary;no;371;yes;no;cellular;23;aug;412;1;-1;2;unknown;no
23;management;married;secondary;yes;-119;no;no;cellular;12;nov;493;3;-1;1;unknown;yes
46;services;married;tertiary;no;12751;no;no;telephone;8;nov;527;2;-1;1;unknown;yes
47;blue-collar;married;secondary;no;-256;no;no;unknown;5;jul;226;2;-1;1;unknown;no
45;management;single;tertiary;no;878;yes;yes;cellular;16;may;242;1;-1;0;unknown;no
44;admin.;married;secondary;no;-656;no;no;cellular;2;may;210;3;-1;0;unknown;no
37;management;single;secondary;no;352;yes;no;cellular;22;jun;299;2;-1;0;unknown;no
48;management;married;secondary;no;-77;yes;no;unknown;26;aug;1032;1;-1;0;unknown;yes
40;services;married;tertiary;no;1255;yes;no;cellular;26;jul;225;5;278;0;failure;yes
35;self-employed;married;tertiary;no;1312;yes;no;cellular;9;jun;448;7;-1;0;unknown;no
37;entrepreneur;single;tertiary;no;3623;yes;no;telephone;4;may;454;1;-1;0;unknown;no
61;admin.;single;secondary;no;3278;yes;no;unknown;16;aug;383;3;-1;0;unknown;no
22;blue-collar;married;tertiary;no;126;yes;yes;cellular;23;jul;48;1;376;0;failure;no
45;unemployed;single;tertiary;no;-473;no;no;telephone;28;may;279;2;-1;0;unknown;no
22;technician;single;secondary;yes;-420;yes;no;cellular;4;nov;409;2;-1;1;unknown;no
39;blue-collar;married;secondary;no;584;no;no;telephone;1;jun;164;3;-1;0;unknown;no
35;blue-collar;single;secondary;no;384;no;no;cellular;5;aug;58;1;-1;1;unknown;no
18;management;married;tertiary;no;519;yes;no;cellular;17;jun;415;2;-1;0;unknown;no
44;services;married;secondary;yes;-258;no;no;unknown;6;may;508;2;152;0;success;no
36;entrepreneur;married;secondary;no;3716;yes;no;cellular;30;jul;265;2;-1;0;unknown;no
18;admin.;married;unknown;no;-649;yes;yes;cellular;11;aug;197;4;-1;0;unknown;no
49;management;married;primary;no;-292;no;no;unknown;26;jul;714;1;-1;1;unknown;no
55;blue-collar;married;secondary;no;-527;no;no;cellular;11;jun;519;3;-1;0;unknown;no
56;blue-collar;married;primary;no;-10;yes;no;cellular;7;aug;123;1;-1;1;unknown;no
44;blue-collar;single;secondary;yes;2915;no;yes;cellular;3;jul;327;1;-1;1;unknown;no
40;self-employed;single;primary;no;-78;no;no;unknown;7;jul;137;1;-1;3;unknown;no
54;management;married;secondary;no;314;yes;no;cellular;24;jun;230;2;-1;0;unknown;no
