ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Road_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Junction,Railway,Roundabout,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-4675,2,2017-07-25 18:34:00,2017-07-25 19:18:30.244771,34.284859,-112.180054,0.95,Phoenix,AZ,Urban Road,82.0,75.0,6.2,8.4,0.0,Snow,False,False,False,True,False,False,False,False,True,Day
A-4676,2,2020-08-10 20:15:00,2020-08-10 20:36:48.698161,41.540065,-75.515214,0.74,Buffalo,NY,Highway,63.3,50.0,6.2,15.3,0.0,Fair,False,False,True,True,False,False,False,False,True,Night
A-4677,2,2016-10-04 12:38:00,2016-10-04 13:07:49.364116,49.543738,-122.451513,0.21,Tacoma,WA,Interstate,50.0,74.0,10.0,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4678,2,2017-10-05 15:21:00,2017-10-05 16:07:50.304361,38.117534,-121.479678,0.06,San Diego,CA,Highway,35.4,93.0,11.4,14.5,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Day
A-4679,3,2020-02-27 19:25:00,2020-02-27 19:42:34.911883,30.73096,-81.188363,0.61,Augusta,GA,Interstate,49.2,72.0,7.5,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-4680,4,2018-08-11 12:16:00,2018-08-11 14:01:06.869355,35.422626,-77.696818,0.35,Raleigh,NC,Highway,49.5,60.0,7.7,7.9,0.02,Thunderstorm,False,False,False,True,False,False,False,False,False,Day
A-4681,2,2023-01-30 05:41:00,2023-01-30 06:13:42.257518,34.046232,-112.843493,0.48,Mesa,AZ,Urban Road,67.2,63.0,6.9,2.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-4682,3,2020-05-30 07:55:00,2020-05-30 10:04:38.465230,33.381175,-83.526195,0.02,Savannah,GA,Urban Road,55.9,80.0,4.3,9.7,0.0,Fair,False,False,False,False,False,True,True,False,False,Day
A-4683,3,2022-03-03 19:28:00,2022-03-03 20:27:45.117732,39.533708,-86.889594,0.72,Springfield,IL,Rural Road,77.5,93.0,10.8,6.2,0.0,Fair,False,False,True,False,False,False,False,False,False,Night
A-4684,2,2022-12-03 06:53:00,2022-12-03 08:17:42.254142,41.709503,-78.473056,0.37,Philadelphia,PA,Interstate,68.6,65.0,10.7,2.1,0.0,Mostly Cloudy,False,False,False,True,False,False,False,True,False,Day
A-4685,3,2020-07-17 16:02:00,2020-07-17 16:14:32.363749,29.695546,-83.438653,0.03,Miami,FL,Rural Road,61.9,75.0,10.8,10.9,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4686,2,2021-01-29 15:43:00,2021-01-29 17:20:44.604959,29.124186,-82.225677,0.15,Tampa,FL,Highway,64.7,50.0,11.0,9.1,0.02,Rain,False,False,False,False,False,False,False,False,False,Day
A-4687,2,2018-06-16 11:28:00,2018-06-16 11:52:56.715261,38.926838,-91.007017,0.66,Springfield,IL,Highway,34.8,31.0,6.7,6.1,0.0,Cloudy,True,False,True,False,False,False,False,True,False,Day
A-4688,2,2017-07-05 19:14:00,2017-07-05 20:09:28.151953,37.537926,-78.847165,0.23,Arlington,VA,Urban Road,62.9,70.0,9.4,2.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-4689,3,2017-05-26 17:09:00,2017-05-26 17:28:19.127113,37.953259,-118.306372,0.71,San Jose,CA,Rural Road,62.6,58.0,8.4,10.6,0.0,Rain,False,True,False,False,False,False,False,False,True,Day
A-4690,3,2022-04-26 21:34:00,2022-04-26 21:57:26.829578,32.846634,-82.39092,0.02,Savannah,GA,Urban Road,74.9,48.0,8.8,4.0,0.0,Fair,False,False,False,True,False,False,False,False,False,Night
A-4691,3,2018-04-10 11:06:00,2018-04-10 11:58:33.293089,38.753764,-119.899191,0.05,Sacramento,CA,Interstate,31.2,65.0,6.4,9.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4692,3,2017-01-16 17:05:00,2017-01-16 18:23:56.990448,41.972685,-74.814578,0.06,Rochester,NY,Rural Road,48.2,71.0,10.9,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,True,False,Day
A-4693,2,2021-05-25 14:36:00,2021-05-25 14:53:01.852125,36.196777,-116.914934,0.54,Los Angeles,CA,Urban Road,93.4,56.0,12.3,3.8,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4694,2,2019-05-04 07:47:00,2019-05-04 09:06:29.463603,41.823903,-79.823304,0.2,Allentown,PA,Urban Road,74.5,44.0,8.0,5.5,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,Day
A-4695,3,2021-11-07 16:11:00,2021-11-07 16:38:09.406070,34.716285,-109.635805,0.56,Tucson,AZ,Interstate,53.7,73.0,5.8,0.0,0.05,Heavy Rain,False,False,False,False,False,False,False,False,True,Day
A-4696,3,2022-08-22 12:13:00,2022-08-22 13:11:14.951770,31.943536,-98.928979,0.53,Austin,TX,Urban Road,66.3,35.0,11.6,12.3,0.0,Light Rain,True,False,False,False,False,False,False,False,False,Day
A-4697,2,2016-08-13 13:14:00,2016-08-13 13:50:32.902219,32.717683,-100.035339,0.08,Houston,TX,Urban Road,73.8,78.0,7.6,5.6,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4698,3,2021-07-19 10:16:00,2021-07-19 10:39:00.489022,33.667364,-111.672104,0.03,Tucson,AZ,Urban Road,46.2,67.0,6.5,7.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4699,2,2020-12-12 14:30:00,2020-12-12 14:58:55.469623,44.142404,-75.325493,0.37,Albany,NY,Urban Road,68.3,40.0,7.8,6.0,0.0,Fair,False,False,True,False,False,False,False,False,True,Day
A-4700,3,2016-08-22 22:47:00,2016-08-23 00:07:54.146506,37.439417,-118.333749,0.03,Los Angeles,CA,Urban Road,72.5,74.0,8.2,6.9,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,Night
A-4701,2,2022-02-21 18:31:00,2022-02-21 18:56:41.522774,34.367577,-111.63613,0.12,Tucson,AZ,Interstate,42.2,68.0,9.9,13.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4702,2,2019-01-13 17:59:00,2019-01-13 18:26:50.473387,47.536818,-120.15933,0.06,Spokane,WA,Highway,60.2,67.0,6.6,13.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-4703,2,2019-01-13 19:07:00,2019-01-13 20:24:34.866374,35.186213,-118.246098,0.14,Los Angeles,CA,Highway,97.5,83.0,10.9,12.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-4704,4,2019-10-01 17:55:00,2019-10-01 18:34:49.090284,40.265308,-84.408466,0.15,Cincinnati,OH,Rural Road,14.3,81.0,6.3,2.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4705,3,2019-02-04 19:47:00,2019-02-04 20:11:38.372467,41.780851,-75.369087,0.19,Buffalo,NY,Interstate,72.1,58.0,8.0,6.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-4706,2,2021-03-13 09:47:00,2021-03-13 10:18:51.080229,38.18468,-119.701124,0.58,San Jose,CA,Interstate,79.5,41.0,8.0,0.0,0.0,Fair,False,False,True,True,False,False,False,True,False,Day
A-4707,3,2017-07-31 15:49:00,2017-07-31 16:15:13.217201,34.56016,-112.623791,0.27,Tucson,AZ,Rural Road,89.7,76.0,13.2,6.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4708,2,2017-07-09 16:45:00,2017-07-09 17:10:13.334610,40.107679,-78.422538,0.76,Pittsburgh,PA,Urban Road,47.5,65.0,5.5,18.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4709,2,2022-01-27 22:14:00,2022-01-27 23:16:47.949121,31.740804,-81.956952,0.05,Savannah,GA,Interstate,70.7,85.0,4.4,7.0,0.0,Fair,False,False,False,False,False,True,False,False,False,Night
A-4710,2,2021-12-09 12:01:00,2021-12-09 12:50:52.032854,31.500295,-101.333181,0.38,San Antonio,TX,Interstate,96.6,86.0,6.3,9.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4711,2,2022-02-12 15:18:00,2022-02-12 16:01:36.980597,36.411002,-121.263453,0.05,San Diego,CA,Highway,77.0,62.0,7.1,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4712,4,2019-01-26 15:31:00,2019-01-26 16:25:18.254502,31.313446,-99.891787,0.49,Houston,TX,Rural Road,60.5,98.0,8.5,6.4,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Day
A-4713,3,2021-08-13 23:13:00,2021-08-14 00:15:45.546479,37.005789,-119.450005,0.29,Los Angeles,CA,Rural Road,81.4,82.0,7.6,8.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-4714,2,2019-06-29 01:40:00,2019-06-29 04:35:43.658336,36.569194,-77.535569,0.09,Virginia Beach,VA,Highway,72.3,60.0,7.2,14.4,0.0,Fog,False,False,False,False,False,False,False,False,False,Night
A-4715,4,2017-12-05 23:13:00,2017-12-05 23:37:29.507881,40.514882,-81.382721,0.31,Columbus,OH,Interstate,39.7,25.0,9.2,2.3,0.0,Mostly Cloudy,False,False,True,True,False,False,False,False,False,Night
A-4716,2,2017-04-03 16:15:00,2017-04-03 17:21:15.658057,42.751459,-75.018564,0.43,Buffalo,NY,Urban Road,75.8,58.0,8.2,11.6,0.0,Cloudy,False,False,True,False,False,False,False,False,False,Day
A-4717,2,2023-02-12 20:07:00,2023-02-12 21:00:57.086402,34.495074,-77.539147,0.11,Raleigh,NC,Urban Road,43.9,53.0,9.1,17.7,0.02,Rain,False,True,False,False,False,False,False,False,False,Night
A-4718,3,2019-12-16 17:51:00,2019-12-16 19:26:44.411746,31.968662,-111.554125,0.01,Phoenix,AZ,Highway,38.5,36.0,13.8,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4719,2,2019-08-01 16:08:00,2019-08-01 17:45:20.701456,47.869821,-119.488123,0.38,Spokane,WA,Urban Road,21.6,77.0,7.4,2.9,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-4720,2,2023-01-14 15:01:00,2023-01-14 15:24:49.964953,41.732308,-74.232267,0.47,Rochester,NY,Urban Road,74.8,75.0,7.4,12.5,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4721,2,2019-07-30 09:25:00,2019-07-30 10:20:31.969216,41.085894,-89.244523,0.07,Chicago,IL,Interstate,66.9,100.0,8.4,12.8,0.12,Rain,False,False,False,True,False,False,False,False,True,Day
A-4722,4,2021-04-16 12:25:00,2021-04-16 12:31:28.095845,32.853584,-82.514432,0.31,Atlanta,GA,Highway,70.6,68.0,10.1,4.6,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-4723,4,2020-07-16 08:44:00,2020-07-16 08:58:58.971110,37.029224,-117.559352,0.17,Sacramento,CA,Highway,56.1,86.0,5.1,10.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4724,3,2020-06-12 15:17:00,2020-06-12 16:18:59.138063,40.230024,-87.564012,0.56,Chicago,IL,Rural Road,48.4,51.0,12.5,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Day
A-4725,3,2020-09-24 21:59:00,2020-09-24 22:52:21.723539,31.140385,-81.152347,0.22,Augusta,GA,Urban Road,64.4,13.0,10.4,5.1,0.0,Fair,False,False,False,True,False,False,False,False,False,Night
A-4726,2,2022-03-26 08:51:00,2022-03-26 09:49:34.211489,31.17216,-100.773014,0.73,Dallas,TX,Highway,85.8,72.0,8.8,15.9,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-4727,2,2017-06-01 09:54:00,2017-06-01 11:08:44.565135,26.409871,-79.766598,0.32,Jacksonville,FL,Highway,58.0,65.0,4.0,5.4,0.12,Heavy Rain,False,False,False,False,False,False,False,True,False,Day
A-4728,2,2016-05-19 17:48:00,2016-05-19 18:44:25.189397,35.191064,-119.756521,0.85,San Diego,CA,Urban Road,83.5,74.0,8.4,7.2,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4729,2,2017-08-06 17:27:00,2017-08-06 18:16:07.672507,37.565484,-79.773468,0.04,Charlotte,NC,Urban Road,52.6,90.0,9.4,6.6,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4730,2,2021-11-07 22:50:00,2021-11-07 23:51:44.130118,33.77802,-81.518601,0.43,Durham,NC,Urban Road,83.9,53.0,6.9,4.6,0.0,Heavy Rain,False,False,False,False,False,False,False,False,False,Night
A-4731,2,2020-06-23 21:43:00,2020-06-23 22:54:08.552456,36.774072,-120.907643,0.22,Los Angeles,CA,Highway,70.4,63.0,11.4,5.9,0.03,Rain,False,False,False,True,False,False,False,False,False,Night
A-4732,2,2018-12-17 10:14:00,2018-12-17 10:38:49.731965,40.903294,-90.40252,0.26,Chicago,IL,Highway,40.8,85.0,5.1,14.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4733,2,2022-08-01 17:45:00,2022-08-01 18:21:50.914854,42.277492,-74.264501,0.14,Albany,NY,Highway,87.0,76.0,14.2,5.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4734,2,2021-05-02 18:59:00,2021-05-02 19:35:35.715051,34.71928,-114.489348,0.06,Tucson,AZ,Interstate,46.7,39.0,13.2,8.0,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-4735,3,2020-04-04 13:46:00,2020-04-04 14:12:46.943746,32.702005,-83.277279,0.24,Augusta,GA,Urban Road,94.8,48.0,12.7,7.3,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4736,4,2021-11-09 08:50:00,2021-11-09 09:57:11.280166,42.098301,-73.474162,0.03,New York,NY,Rural Road,57.2,56.0,9.0,1.0,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-4737,2,2016-06-30 16:02:00,2016-06-30 17:36:26.541764,39.553124,-81.650984,0.07,Cleveland,OH,Urban Road,62.4,62.0,10.9,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4738,4,2021-08-12 17:23:00,2021-08-12 19:08:53.575909,40.270579,-82.418212,0.02,Cleveland,OH,Interstate,53.3,85.0,6.3,2.0,0.02,Thunderstorm,False,False,False,True,False,False,False,False,True,Day
A-4739,2,2016-11-18 12:24:00,2016-11-18 12:47:41.043359,31.577773,-101.925414,0.31,Dallas,TX,Urban Road,61.8,78.0,8.4,7.2,0.09,Rain,False,False,False,False,False,False,False,False,False,Day
A-4740,3,2020-03-23 10:24:00,2020-03-23 10:46:25.942872,37.315508,-119.984624,0.04,San Jose,CA,Interstate,80.0,63.0,10.2,12.3,0.0,Fair,False,False,True,False,False,False,False,False,True,Day
A-4741,4,2016-09-03 11:28:00,2016-09-03 12:07:22.652180,45.425227,-71.786003,0.32,Buffalo,NY,Rural Road,76.7,32.0,7.8,1.3,0.0,Snow,False,False,False,False,False,False,True,False,True,Day
A-4742,2,2021-05-21 16:38:00,2021-05-21 18:30:53.237014,42.091222,-75.776703,0.07,Buffalo,NY,Interstate,86.3,50.0,9.7,2.6,0.0,Cloudy,False,False,False,False,False,False,False,True,False,Day
A-4743,3,2019-07-29 14:33:00,2019-07-29 14:45:14.195852,36.574877,-80.158657,0.04,Virginia Beach,VA,Urban Road,66.8,65.0,7.6,10.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4744,3,2022-04-18 13:48:00,2022-04-18 14:11:05.240633,40.439682,-87.957697,0.19,Springfield,IL,Urban Road,56.8,56.0,10.7,2.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4745,3,2016-06-07 06:51:00,2016-06-07 08:40:13.345574,34.375613,-112.288844,0.21,Tucson,AZ,Urban Road,52.3,65.0,11.3,20.5,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-4746,2,2019-02-20 17:34:00,2019-02-20 18:08:08.633287,33.640588,-112.271253,0.04,Phoenix,AZ,Highway,61.7,54.0,10.8,9.9,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4747,3,2017-05-01 19:35:00,2017-05-01 21:48:25.444116,40.357305,-78.006043,0.02,Philadelphia,PA,Rural Road,80.7,76.0,8.0,6.8,0.0,Fair,True,False,False,False,False,False,False,False,False,Night
A-4748,3,2017-09-02 18:17:00,2017-09-02 19:33:31.634771,40.515916,-87.564431,0.49,Rockford,IL,Highway,73.5,37.0,4.8,0.0,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-4749,3,2019-01-17 16:58:00,2019-01-17 18:38:01.916677,35.024874,-78.271214,0.62,Charlotte,NC,Interstate,68.5,79.0,5.4,14.5,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Day
A-4750,3,2021-10-27 18:51:00,2021-10-27 19:52:51.364329,40.650632,-77.92719,0.05,Philadelphia,PA,Urban Road,72.7,63.0,4.1,4.1,0.0,Snow,False,False,False,False,False,False,False,False,False,Day
A-4751,2,2017-05-05 23:46:00,2017-05-06 00:17:46.124432,31.253496,-100.198221,0.53,San Antonio,TX,Urban Road,74.1,86.0,7.0,15.8,0.0,Fair,False,False,False,False,False,False,False,False,True,Night
A-4752,3,2016-11-10 16:03:00,2016-11-10 16:23:34.949387,41.170819,-77.27083,0.26,Pittsburgh,PA,Highway,61.1,56.0,5.4,8.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4753,2,2020-11-20 16:12:00,2020-11-20 18:09:40.041831,47.713655,-123.059212,0.13,Tacoma,WA,Urban Road,54.2,55.0,9.3,18.1,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4754,3,2020-07-18 15:38:00,2020-07-18 16:45:22.692389,32.815935,-83.149647,0.68,Augusta,GA,Urban Road,44.1,53.0,12.0,10.9,0.0,Fair,True,False,False,False,True,False,False,False,False,Day
A-4755,2,2018-01-11 15:51:00,2018-01-11 16:06:37.740069,40.524503,-88.741388,0.1,Rockford,IL,Interstate,68.8,30.0,10.0,10.8,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Day
A-4756,4,2019-01-06 14:47:00,2019-01-06 16:05:37.085653,28.20558,-84.1794,0.23,Jacksonville,FL,Rural Road,91.5,61.0,11.9,12.4,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4757,4,2018-02-24 13:01:00,2018-02-24 13:49:54.181306,37.003144,-118.964237,0.26,Los Angeles,CA,Rural Road,57.0,60.0,8.0,9.4,0.03,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-4758,2,2022-01-30 18:17:00,2022-01-30 19:12:06.401486,41.232506,-76.90786,0.09,Philadelphia,PA,Interstate,48.2,78.0,8.2,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4759,2,2021-06-01 14:12:00,2021-06-01 15:29:28.563731,32.734706,-100.125586,0.62,Dallas,TX,Interstate,68.9,22.0,8.9,7.0,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4760,3,2020-04-07 10:21:00,2020-04-07 11:05:53.186246,37.032699,-119.286025,0.2,San Jose,CA,Urban Road,28.7,91.0,3.1,1.4,0.0,Fog,False,False,False,False,True,False,False,True,False,Day
A-4761,2,2020-07-16 09:51:00,2020-07-16 10:19:53.742814,34.423294,-111.023469,0.29,Tucson,AZ,Highway,37.4,72.0,8.5,0.0,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-4762,3,2019-12-17 19:35:00,2019-12-17 23:03:06.319904,40.506778,-90.205375,0.1,Chicago,IL,Interstate,85.9,62.0,9.6,16.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-4763,2,2020-08-18 06:08:00,2020-08-18 06:18:25.343858,31.648687,-82.180682,0.3,Savannah,GA,Urban Road,72.5,58.0,7.3,13.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4764,2,2019-11-16 19:32:00,2019-11-16 20:07:17.537349,36.341168,-120.949036,0.08,San Diego,CA,Highway,94.9,95.0,4.6,2.7,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Night
A-4765,3,2022-09-20 15:26:00,2022-09-20 17:41:01.706474,36.429378,-119.797019,0.05,San Jose,CA,Rural Road,72.9,53.0,12.3,8.1,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-4766,3,2021-07-15 16:28:00,2021-07-15 17:28:33.368153,46.413955,-121.224905,0.27,Seattle,WA,Rural Road,72.2,71.0,9.9,4.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4767,2,2021-04-16 14:30:00,2021-04-16 15:30:46.096345,32.484702,-83.251093,0.44,Augusta,GA,Interstate,61.8,68.0,6.7,4.4,0.0,Cloudy,False,False,False,True,False,False,False,True,False,Day
A-4768,2,2016-07-25 07:48:00,2016-07-25 08:40:26.029865,27.260424,-80.723799,1.22,Tampa,FL,Highway,73.9,75.0,11.4,10.8,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4769,3,2020-07-14 11:10:00,2020-07-14 12:27:33.333102,36.087233,-120.144217,0.62,Los Angeles,CA,Interstate,85.9,84.0,11.7,12.2,0.0,Fair,False,False,False,False,False,False,False,True,False,Day
A-4770,3,2022-07-18 08:29:00,2022-07-18 08:43:06.993972,35.723871,-79.127943,0.21,Durham,NC,Rural Road,62.6,44.0,6.9,3.8,0.0,Fair,False,False,True,False,False,False,False,False,False,Day
A-4771,3,2020-12-09 07:35:00,2020-12-09 08:37:20.033838,29.449403,-82.591087,0.12,Orlando,FL,Urban Road,68.1,12.0,10.1,10.0,0.01,Rain,False,False,False,False,False,False,False,False,False,Day
A-4772,4,2022-06-30 21:15:00,2022-06-30 22:14:27.851793,42.737336,-74.800165,0.48,New York,NY,Interstate,69.7,51.0,10.7,16.3,0.0,Fair,False,False,False,False,False,False,True,False,False,Night
A-4773,3,2017-10-04 21:21:00,2017-10-04 22:56:01.311972,36.667118,-118.43912,0.32,San Jose,CA,Urban Road,83.4,83.0,12.0,4.8,0.01,Rain,False,False,False,False,False,False,False,False,False,Night
A-4774,3,2022-04-09 17:55:00,2022-04-09 18:40:57.160255,36.361929,-120.220767,0.28,San Diego,CA,Highway,19.9,70.0,10.8,4.4,0.0,Fair,True,False,False,False,False,False,False,False,False,Day
A-4775,2,2016-07-12 19:04:00,2016-07-12 21:50:39.612581,40.506475,-76.855845,0.56,Philadelphia,PA,Interstate,69.8,63.0,11.3,6.5,0.0,Fair,False,False,True,False,False,False,False,False,False,Night
A-4776,3,2022-05-06 12:01:00,2022-05-06 12:38:51.368553,27.928186,-81.646419,0.48,Miami,FL,Interstate,54.4,59.0,5.0,5.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4777,2,2016-06-19 22:52:00,2016-06-19 23:15:11.257083,38.314757,-117.361025,0.17,Los Angeles,CA,Urban Road,69.8,55.0,10.5,11.8,0.0,Cloudy,False,False,False,False,False,False,True,False,False,Night
A-4778,2,2020-11-14 04:48:00,2020-11-14 05:09:59.594205,35.980685,-118.808772,0.03,San Jose,CA,Urban Road,58.4,70.0,9.4,11.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-4779,2,2020-03-14 20:04:00,2020-03-14 20:42:36.481944,42.311659,-75.581383,1.47,Rochester,NY,Interstate,89.0,56.0,13.8,9.8,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Night
A-4780,3,2019-02-16 20:11:00,2019-02-16 21:26:45.836350,39.439053,-82.819187,0.09,Columbus,OH,Interstate,42.3,51.0,7.6,1.4,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-4781,3,2021-08-16 10:44:00,2021-08-16 11:10:52.398793,40.501316,-77.151867,0.4,Pittsburgh,PA,Interstate,48.3,52.0,11.9,8.9,0.02,Rain,False,False,False,False,False,False,False,False,False,Day
A-4782,3,2019-11-03 06:40:00,2019-11-03 07:44:04.832394,34.508713,-111.610313,0.66,Tucson,AZ,Rural Road,55.1,48.0,8.8,9.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4783,2,2023-01-30 19:37:00,2023-01-30 20:25:48.010802,36.775012,-120.166416,0.07,Sacramento,CA,Urban Road,56.7,64.0,11.7,19.2,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Night
A-4784,2,2016-08-26 20:22:00,2016-08-26 20:41:04.353262,41.859064,-76.597585,0.43,Allentown,PA,Urban Road,84.5,63.0,4.9,14.1,0.0,Snow,False,False,False,True,False,False,False,False,False,Night
A-4785,2,2017-03-12 18:20:00,2017-03-12 19:32:01.017707,45.085932,-75.218549,0.26,Rochester,NY,Highway,76.2,82.0,11.2,2.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4786,3,2019-09-26 17:39:00,2019-09-26 17:46:46.742337,38.647019,-89.870092,0.51,Rockford,IL,Rural Road,73.0,71.0,10.5,8.1,0.01,Rain,False,False,True,False,False,False,False,False,False,Day
A-4787,2,2021-06-02 19:27:00,2021-06-02 21:02:55.101617,36.997364,-78.308006,1.57,Arlington,VA,Interstate,70.2,90.0,5.1,11.4,0.02,Heavy Rain,False,False,False,False,False,False,False,False,True,Night
A-4788,2,2017-07-26 17:09:00,2017-07-26 18:00:43.886710,29.803573,-101.501986,0.08,San Antonio,TX,Interstate,52.3,64.0,10.6,5.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4789,2,2021-06-29 16:54:00,2021-06-29 17:44:37.896539,33.213216,-83.10021,0.37,Savannah,GA,Interstate,75.0,76.0,14.4,13.2,0.03,Rain,False,False,False,False,False,False,False,False,True,Day
A-4790,3,2023-01-07 15:00:00,2023-01-07 16:06:46.861862,27.5116,-78.99806,0.19,Miami,FL,Highway,50.1,65.0,10.3,4.7,0.0,Light Rain,False,False,True,False,False,False,False,False,False,Day
A-4791,3,2017-01-18 20:51:00,2017-01-18 21:17:41.292329,48.614096,-120.403954,0.21,Tacoma,WA,Interstate,73.1,63.0,12.4,12.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-4792,2,2020-07-24 12:25:00,2020-07-24 13:24:57.126985,33.857661,-112.707883,1.14,Mesa,AZ,Highway,75.7,37.0,9.0,5.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-4793,3,2017-02-17 11:02:00,2017-02-17 11:33:54.356487,35.439539,-113.394626,0.11,Phoenix,AZ,Interstate,60.1,34.0,11.1,2.4,0.0,Light Rain,True,False,False,False,False,True,False,False,True,Day
A-4794,3,2016-10-06 10:20:00,2016-10-06 11:55:59.559017,36.161788,-119.022785,0.29,Sacramento,CA,Interstate,64.9,65.0,10.0,8.7,0.0,Cloudy,False,False,False,False,False,False,True,False,False,Day
A-4795,3,2016-09-01 11:46:00,2016-09-01 12:32:20.821665,26.509494,-79.928549,0.08,Tampa,FL,Urban Road,36.0,71.0,12.4,5.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-4796,3,2019-08-29 15:06:00,2019-08-29 16:15:03.109341,40.664652,-90.651458,0.16,Chicago,IL,Urban Road,57.9,72.0,8.6,9.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-4797,3,2019-02-03 12:29:00,2019-02-03 13:27:49.510418,43.694485,-75.103226,0.46,Albany,NY,Highway,71.5,60.0,12.6,16.5,0.0,Cloudy,False,False,False,False,False,False,False,True,False,Day
A-4798,3,2022-03-21 20:07:00,2022-03-21 21:38:54.889231,34.977236,-77.98649,0.24,Charlotte,NC,Interstate,87.8,38.0,9.4,3.0,0.0,Snow,False,False,True,True,False,False,False,False,True,Night
